dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
2016-03-05 18:38:39,Volkswagen_Polo_1.2_TSI_DSG_MATCH,privat,Angebot,11919,test,kleinwagen,2012,automatik,90,polo,30000,11,benzin,volkswagen,nein,2016-03-05 00:00:00,0,06110,2016-04-07 04:46:28
2016-03-21 10:44:34,Porsche_Cayman_2.9___PCM/Navi___Sport_Chrono___T�V_neu,privat,Angebot,25900,test,coupe,2009,manuell,265,andere,125000,5,benzin,porsche,nein,2016-03-21 00:00:00,0,93053,2016-03-25 06:17:46
2016-03-25 08:52:58,vw_golf_3_90ps_lederausstattung,privat,Angebot,300,control,kleinwagen,1993,manuell,90,golf,150000,8,benzin,volkswagen,,2016-03-25 00:00:00,0,27412,2016-04-04 06:22:54
2016-03-06 09:48:11,Audi_A1_1.6_TDI_Attraction,privat,Angebot,10800,control,kleinwagen,2010,manuell,105,a1,125000,12,diesel,audi,nein,2016-03-06 00:00:00,0,24537,2016-03-09 22:18:06
2016-03-07 10:49:21,Opel_Vectra_Edition_2000_klimaautomatic_Standheizung___gepflegt,privat,Angebot,650,test,limousine,2002,manuell,101,vectra,150000,1,benzin,opel,nein,2016-03-07 00:00:00,0,16816,2016-03-07 10:49:21
2016-03-10 15:52:45,BMW_318i_touring,privat,Angebot,800,test,kombi,2000,manuell,118,3er,150000,9,benzin,bmw,ja,2016-03-10 00:00:00,0,51647,2016-03-10 15:52:45
2016-03-27 21:50:59,Volkswagen_Lupo_1.4_TDI,privat,Angebot,1690,test,kleinwagen,2001,manuell,75,lupo,150000,5,diesel,volkswagen,nein,2016-03-27 00:00:00,0,45147,2016-04-01 23:44:57
2016-04-04 21:52:13,Megane_CC,privat,Angebot,3650,test,cabrio,2004,manuell,113,megane,150000,9,benzin,renault,,2016-04-04 00:00:00,0,21739,2016-04-07 00:45:06
2016-03-20 19:49:21,Citro�n_Berlingo_L1_1.6_HDi_75_Niveau_B,privat,Angebot,4850,test,bus,2009,manuell,75,berlingo,80000,1,diesel,citroen,nein,2016-03-20 00:00:00,0,42651,2016-03-20 19:49:21
2016-04-04 09:49:59,Mitsubishi_Colt_Tuev_07/2016,privat,Angebot,450,control,,2016,manuell,0,,150000,3,benzin,mitsubishi,nein,2016-04-04 00:00:00,0,59302,2016-04-06 11:17:11
2016-03-09 15:50:39,Mercedes__C220__CDI,privat,Angebot,1450,control,limousine,1999,manuell,0,c_klasse,5000,8,,mercedes_benz,nein,2016-03-09 00:00:00,0,39120,2016-03-10 01:17:06
2016-03-05 22:56:03,Volkswagen_Passat_Variant_2.0_TDI,privat,Angebot,4500,control,kombi,2007,manuell,140,passat,150000,11,diesel,volkswagen,nein,2016-03-05 00:00:00,0,93437,2016-03-06 04:40:29
2016-04-03 02:57:31,Volkswagen_Passat_Variant_2.0_5V_Comfortline_Family,privat,Angebot,3900,control,kombi,2003,manuell,131,passat,150000,4,benzin,volkswagen,nein,2016-04-03 00:00:00,0,39218,2016-04-07 09:44:44
2016-03-29 22:50:53,Volkswagen_Caravelle_Lang_DSG_Navi_Standheiz._VOLL,privat,Angebot,26999,test,bus,2013,automatik,140,transporter,80000,10,diesel,volkswagen,nein,2016-03-29 00:00:00,0,83684,2016-04-06 11:47:14
2016-03-09 10:51:52,Volkswagen_Passat_Variant_1.6,privat,Angebot,750,control,kombi,2000,manuell,101,passat,150000,3,benzin,volkswagen,nein,2016-03-09 00:00:00,0,23758,2016-03-09 11:41:16
2016-03-11 00:55:09,BMW_730d_VOLLAUSSTATTUNG__E38_"2.Hand",privat,Angebot,5900,test,limousine,1999,automatik,184,7er,150000,10,diesel,bmw,nein,2016-03-10 00:00:00,0,09405,2016-04-05 23:46:27
2016-04-04 23:48:59,Audi_A6_3.0_TDI_competition_S_Line_LED_BOSE,privat,Angebot,56900,control,limousine,2015,automatik,326,a6,5000,7,diesel,audi,nein,2016-04-04 00:00:00,0,45525,2016-04-07 04:16:57
2016-03-12 15:55:41,Volkswagen_Golf_2.0,privat,Angebot,1100,control,limousine,2000,manuell,116,golf,150000,4,benzin,volkswagen,nein,2016-03-12 00:00:00,0,90439,2016-03-12 15:55:41
2016-03-11 13:52:52,Mercedes_Benz_CLS_350_CDI_4Matic_7G_TRONIC,privat,Angebot,48000,test,coupe,2014,automatik,265,andere,80000,10,diesel,mercedes_benz,nein,2016-03-11 00:00:00,0,96123,2016-04-05 08:47:16
2016-03-21 17:36:59,Renault_Clio_III_Sport_RS_201,privat,Angebot,8400,control,kleinwagen,2009,manuell,201,clio,70000,6,benzin,renault,nein,2016-03-21 00:00:00,0,99713,2016-03-30 04:46:31
2016-03-12 07:26:49,Tausche_Youngtimer_Audi_80_mit_knapp_62000_km,privat,Angebot,1,test,limousine,1990,manuell,90,80,70000,6,benzin,audi,nein,2016-03-11 00:00:00,0,55122,2016-03-26 23:15:49
2016-03-29 14:54:44,VW_Golf_IV_1.4_16V_Motorschaden?,privat,Angebot,800,test,limousine,1998,manuell,75,golf,150000,5,benzin,volkswagen,ja,2016-03-29 00:00:00,0,31275,2016-04-06 01:15:45
2016-03-22 19:56:01,Mercedes_Benz_ML_350_CDI_4Matic_7G_TRONIC_DPF_BRABUS_AMG,privat,Angebot,27500,test,suv,2009,automatik,224,m_klasse,150000,12,diesel,mercedes_benz,nein,2016-03-22 00:00:00,0,54636,2016-04-06 13:16:23
2016-03-25 12:25:20,Volkswagen_Touran_1.4_TSI_Highline_R_Line_7Sitze/Standheiz.,privat,Angebot,14950,test,bus,2009,manuell,140,touran,70000,3,benzin,volkswagen,nein,2016-03-25 00:00:00,0,55129,2016-04-07 05:46:31
2016-03-28 18:38:30,BMW_Z4_roadster_2.2i,privat,Angebot,14900,control,cabrio,2004,manuell,170,z_reihe,70000,6,benzin,bmw,nein,2016-03-28 00:00:00,0,16321,2016-04-07 00:17:37
2016-03-12 16:44:57,BMW_535i,privat,Angebot,2950,control,limousine,1998,automatik,235,5er,150000,5,benzin,bmw,nein,2016-03-12 00:00:00,0,97332,2016-03-19 19:16:31
2016-03-29 23:38:02,Audi_80_coupe_top_gepflegt_2_0,privat,Angebot,1500,control,coupe,1994,manuell,116,,150000,8,,audi,nein,2016-03-29 00:00:00,0,32791,2016-04-06 20:16:34
2016-03-30 23:56:48,VW_Tiguan_2.0_TDI_DPF_BlueMotion_Technology,privat,Angebot,12000,control,suv,2011,manuell,101,tiguan,150000,7,diesel,volkswagen,nein,2016-03-30 00:00:00,0,01069,2016-03-31 07:43:22
2016-03-15 19:58:30,Mercedes_Benz_C_220_T_CDI_Elegance,privat,Angebot,2500,control,kombi,2001,automatik,150,c_klasse,150000,11,diesel,mercedes_benz,nein,2016-03-15 00:00:00,0,22549,2016-04-04 23:18:49
2016-04-04 17:44:53,Volkswagen_Golf_4_Cabrio_2.0l_Benzin,privat,Angebot,2400,test,cabrio,2001,,115,golf,150000,8,benzin,volkswagen,nein,2016-04-04 00:00:00,0,47533,2016-04-06 19:18:03
2016-03-06 08:36:22,Hyundai_i30_Withe_Edition,privat,Angebot,4600,test,,2017,manuell,109,i_reihe,125000,0,benzin,hyundai,nein,2016-03-06 00:00:00,0,93495,2016-03-12 10:16:53
2016-03-17 22:52:09,Mitsubishi_3000_GT,privat,Angebot,6000,test,coupe,1995,manuell,286,andere,150000,4,benzin,mitsubishi,nein,2016-03-17 00:00:00,0,36093,2016-04-05 18:45:15
2016-03-07 15:55:34,Ford_Fiesta_1.6_TDCi_Titanium,privat,Angebot,8950,control,kleinwagen,2012,manuell,95,fiesta,60000,1,diesel,ford,nein,2016-03-07 00:00:00,0,50968,2016-04-05 12:15:41
2016-03-29 23:55:12,Opel_corsa_Topp_mit_1_Jahr_tuev,privat,Angebot,590,control,limousine,1996,manuell,0,corsa,150000,0,,opel,,2016-03-29 00:00:00,0,32052,2016-04-06 21:18:19
2016-03-24 11:48:01,Ford_Fiesta_aus_1._Hand_mit_Getriebeschaden,privat,Angebot,150,test,,2016,automatik,75,fiesta,50000,1,benzin,ford,ja,2016-03-24 00:00:00,0,32457,2016-03-30 11:48:26
2016-03-06 12:38:13,Ford_Mustang,privat,Angebot,18700,test,coupe,2009,automatik,213,mustang,80000,8,benzin,ford,nein,2016-03-06 00:00:00,0,97424,2016-04-06 05:44:39
2016-03-20 21:47:47,VW_Polo_1_2_Match_Plus_Teilleder_Panorama_SHZ_PDC_Klimaautomatik,privat,Angebot,9500,test,limousine,2012,manuell,69,polo,50000,11,benzin,volkswagen,,2016-03-20 00:00:00,0,91722,2016-04-03 07:00:20
2016-03-31 15:48:39,Volkswagen_Passat_3c_CC_2.0_TDI_DSG,privat,Angebot,11550,control,coupe,2009,automatik,140,passat,125000,12,diesel,volkswagen,nein,2016-03-31 00:00:00,0,26931,2016-03-31 15:48:39
2016-03-20 10:44:20,Renault_Grand_Espace,privat,Angebot,1250,control,,2017,,0,espace,150000,8,benzin,renault,,2016-03-20 00:00:00,0,63073,2016-03-22 16:21:55
2016-03-30 16:47:47,BMW_316i,privat,Angebot,2400,test,limousine,1989,manuell,102,3er,150000,10,benzin,bmw,nein,2016-03-30 00:00:00,0,95364,2016-04-03 06:53:38
2016-03-19 16:40:33,VWTiguan_sehr_gepflegt,privat,Angebot,16150,test,suv,2011,manuell,150,tiguan,30000,4,benzin,volkswagen,nein,2016-03-19 00:00:00,0,06502,2016-04-07 02:15:37
2016-03-23 17:59:12,Sharan_dti,privat,Angebot,3400,control,bus,2000,manuell,0,sharan,150000,10,diesel,volkswagen,nein,2016-03-23 00:00:00,0,38259,2016-03-29 13:16:19
2016-03-07 06:14:28,Audi_1.Hand_Navi_Leder_Xenon,privat,Angebot,3000,test,coupe,2000,manuell,179,tt,150000,2,benzin,audi,nein,2016-03-05 00:00:00,0,55120,2016-03-08 10:18:07
2016-03-28 13:31:04,Volkswagen_Golf_1.9_TDI_Comfortline,privat,Angebot,5500,test,limousine,2004,manuell,90,golf,150000,10,diesel,volkswagen,nein,2016-03-28 00:00:00,0,56235,2016-04-06 07:46:17
2016-04-01 00:51:10,Mazda_6._Scheckheft,privat,Angebot,2000,test,limousine,2004,manuell,122,6_reihe,5000,7,diesel,mazda,nein,2016-03-31 00:00:00,0,54558,2016-04-05 00:44:27
2016-03-22 13:54:57,Twingo_1_2,privat,Angebot,300,control,kleinwagen,1998,manuell,58,twingo,125000,11,,renault,,2016-03-22 00:00:00,0,42579,2016-03-22 13:54:57
2016-03-18 21:37:39,Verkaufe_Renault_Megane_Classic_mit_Klima,privat,Angebot,890,control,limousine,2000,manuell,107,megane,150000,6,benzin,renault,ja,2016-03-18 00:00:00,0,41065,2016-03-18 21:37:39
2016-03-10 20:43:12,Honda_jazz_1.4___5trg__mod_2006___klimatron___euro4___faehrt_super,privat,Angebot,2390,test,,2016,,83,jazz,150000,12,benzin,honda,nein,2016-03-10 00:00:00,0,78713,2016-03-13 03:17:27
2016-03-07 14:49:23,Mercedes_Benz_A_klasse,privat,Angebot,1450,control,,2017,,0,a_klasse,150000,8,benzin,mercedes_benz,,2016-03-07 00:00:00,0,45886,2016-03-08 00:15:42
2016-03-10 17:47:26,Astra_G__neu_T�V,privat,Angebot,1699,control,limousine,1999,,75,astra,150000,12,benzin,opel,,2016-03-10 00:00:00,0,26817,2016-03-16 06:17:06
2016-03-09 19:58:09,Mitsubishi_L_300,privat,Angebot,2899,test,bus,1996,manuell,69,andere,150000,9,diesel,mitsubishi,nein,2016-03-09 00:00:00,0,13409,2016-04-05 14:18:51
2016-04-04 18:56:38,Volkswagen_Golf_1.4_Comfortline,privat,Angebot,4800,test,limousine,2004,manuell,75,golf,80000,12,benzin,volkswagen,nein,2016-04-04 00:00:00,0,22926,2016-04-06 21:16:27
2016-03-29 00:56:26,Peugeot_308_175_THP_Sport_Plus__Navi__Panorama__Teilled.,privat,Angebot,6799,test,limousine,2008,manuell,174,3_reihe,90000,9,benzin,peugeot,nein,2016-03-29 00:00:00,0,58095,2016-04-05 14:47:33
2016-03-09 18:53:31,VW_Touran___1.9_Diesel___6_Gang_Getriebe,privat,Angebot,3400,test,bus,2003,manuell,100,touran,150000,0,diesel,volkswagen,,2016-03-09 00:00:00,0,41061,2016-03-26 04:45:31
2016-03-20 14:56:34,Opel_Astra_H_T�V_neu,privat,Angebot,2650,test,limousine,2004,manuell,125,astra,150000,6,benzin,opel,nein,2016-03-20 00:00:00,0,96528,2016-03-20 14:56:34
2016-03-16 19:47:27,Renault_Clio_1.6_16_V,privat,Angebot,1000,test,kleinwagen,1999,manuell,107,clio,150000,6,benzin,renault,nein,2016-03-16 00:00:00,0,14612,2016-04-07 04:46:17
2016-03-24 14:56:28,Audi_a3_8l,privat,Angebot,800,test,coupe,1997,manuell,125,a3,150000,0,benzin,audi,ja,2016-03-24 00:00:00,0,64739,2016-03-29 00:44:57
2016-03-19 10:54:59,Audi_A4_Cabriolet_3.0,privat,Angebot,5299,test,cabrio,2002,manuell,220,a4,150000,4,benzin,audi,nein,2016-03-19 00:00:00,0,80999,2016-04-02 14:46:07
2016-03-19 04:37:03,Mercedes_Benz_E_220,privat,Angebot,7150,test,limousine,2002,manuell,150,e_klasse,150000,3,diesel,mercedes_benz,nein,2016-03-19 00:00:00,0,70619,2016-03-29 18:45:38
2016-03-21 14:38:37,Tauache_90ccm_roller_gegen_auto,privat,Angebot,200,control,,2009,,0,,10000,0,,sonstige_autos,,2016-03-21 00:00:00,0,06493,2016-03-24 02:47:34
2016-03-31 14:39:03,Citro�n_c4_Coup�_T�V_2017,privat,Angebot,2300,control,coupe,2006,manuell,88,c4,150000,6,benzin,citroen,nein,2016-03-31 00:00:00,0,49565,2016-04-05 18:46:30
2016-03-13 13:38:54,Biete_BMW_318_i_Kombi_auch_Tausch,privat,Angebot,1600,test,kombi,1999,manuell,0,,150000,6,benzin,bmw,nein,2016-03-13 00:00:00,0,41199,2016-03-28 12:46:35
2016-03-08 16:46:14,Opel_Corsa._1_Jahr_Tuev.,privat,Angebot,350,test,,2017,,0,corsa,150000,0,benzin,opel,,2016-03-08 00:00:00,0,26655,2016-03-08 16:46:14
2016-03-15 18:50:28,VW_Golf_Plus_DPF_140_PS_Rentnerfahrzeug,privat,Angebot,5500,control,bus,2006,manuell,140,golf,150000,8,diesel,volkswagen,nein,2016-03-15 00:00:00,0,87656,2016-04-04 18:45:12
2016-03-14 12:42:51,Fiat_Panda_4x4_Raritaet,privat,Angebot,4400,test,kleinwagen,1997,manuell,54,panda,125000,7,benzin,fiat,nein,2016-03-14 00:00:00,0,78112,2016-03-21 02:16:19
2016-04-01 19:54:05,Audi_A3_2.0_TDI_Sportback_DPF,privat,Angebot,7950,control,limousine,2008,manuell,140,a3,150000,10,diesel,audi,nein,2016-04-01 00:00:00,0,26419,2016-04-01 19:54:05
2016-03-05 19:47:47,BMW_Z4_Coupe_3.0si_/Sommerfahrzeug,privat,Angebot,16500,test,coupe,2007,manuell,265,z_reihe,150000,3,benzin,bmw,nein,2016-03-05 00:00:00,0,71083,2016-04-07 12:17:24
2016-03-05 14:41:09,BMW_Z4_roadster_2.2i_Automatik_Prof_Navi,privat,Angebot,8100,control,cabrio,2004,automatik,170,z_reihe,150000,9,benzin,bmw,nein,2016-03-05 00:00:00,0,38723,2016-03-19 20:47:36
2016-03-08 02:36:19,VW_Buss_T5_Kastenwagen_mit_Klima_und_Anhaengerkupplung,privat,Angebot,3999,control,,2017,manuell,85,transporter,150000,10,diesel,volkswagen,,2016-03-08 00:00:00,0,50321,2016-03-09 04:46:59
2016-03-10 12:57:13,Volkswagen_up!_ASG_high_up!,privat,Angebot,9750,test,kleinwagen,2013,automatik,75,up,60000,7,benzin,volkswagen,nein,2016-03-10 00:00:00,0,99817,2016-04-07 06:45:08
2016-04-03 21:06:19,Mazda_3_2.2_MZR_CD_DPF_Sports_Line,privat,Angebot,7700,test,limousine,2009,manuell,185,3_reihe,150000,5,diesel,mazda,nein,2016-04-03 00:00:00,0,35510,2016-04-05 12:10:46
2016-03-05 14:25:18,PEUGEOT_306_Cabriolet_1_6_Saint_Tropez,privat,Angebot,2500,control,cabrio,1999,manuell,88,3_reihe,150000,6,benzin,peugeot,,2016-03-05 00:00:00,0,65624,2016-04-06 22:15:56
2016-03-31 09:55:33,Smart_smart_&_passion,privat,Angebot,1195,control,kleinwagen,1999,automatik,54,fortwo,125000,11,benzin,smart,nein,2016-03-31 00:00:00,0,86399,2016-03-31 10:45:59
2016-03-15 15:41:08,Renault_Clio_Grandtour_1.2_16V_75_Dynamique,privat,Angebot,9790,control,kombi,2014,manuell,73,clio,30000,4,benzin,renault,nein,2016-03-15 00:00:00,0,10249,2016-03-29 20:18:04
2016-03-10 17:39:51,Renault_Clio,privat,Angebot,1849,control,kleinwagen,1999,manuell,54,clio,90000,7,benzin,renault,nein,2016-03-10 00:00:00,0,53940,2016-03-12 22:18:31
2016-03-28 14:57:57,Smart_Fortwo_Coupe_cdi__schwarz_,privat,Angebot,3300,test,kleinwagen,2006,automatik,41,fortwo,125000,8,diesel,smart,nein,2016-03-28 00:00:00,0,33719,2016-03-30 05:46:53
2016-03-05 14:47:19,Volkswagen_Transporter_T4_70B_1F2,privat,Angebot,650,control,kombi,1991,manuell,77,transporter,150000,7,diesel,volkswagen,ja,2016-03-05 00:00:00,0,59348,2016-04-07 09:45:43
2016-03-26 13:53:42,Toyota_Celica_GT,privat,Angebot,2600,control,coupe,1998,manuell,170,andere,150000,10,benzin,toyota,nein,2016-03-26 00:00:00,0,09437,2016-04-06 01:47:01
2016-03-16 17:38:52,Mercedes_Benz_C_220_T_CDI_Avantgarde,privat,Angebot,11700,control,kombi,2008,manuell,170,andere,150000,7,diesel,mercedes_benz,nein,2016-03-16 00:00:00,0,91717,2016-04-06 23:16:34
2016-03-21 01:59:07,renault_gebraucht,privat,Angebot,600,test,bus,1998,manuell,90,scenic,150000,6,benzin,renault,ja,2016-03-21 00:00:00,0,24143,2016-03-26 12:46:25
2016-04-02 15:43:07,Hyundai_i30cw_1.4_Cl._Sparauto_LPG_Gas__1._Hand_scheckh.,privat,Angebot,4950,control,kombi,2009,manuell,109,i_reihe,150000,9,benzin,hyundai,nein,2016-04-02 00:00:00,0,87439,2016-04-06 14:16:46
2016-03-30 21:38:18,LUPO_1.0_LPG_super_sparsam___8fach_bereift___T�V_NEU_bis_03/2018!,privat,Angebot,1600,test,kleinwagen,2003,manuell,50,lupo,150000,3,benzin,volkswagen,nein,2016-03-30 00:00:00,0,55543,2016-04-05 11:45:25
2016-03-11 20:56:26,BMW_3er_318_Ci_Edition_Exclusive_M_Technic_CABRIO_8500�,privat,Angebot,8499,control,cabrio,2006,manuell,150,3er,150000,3,benzin,bmw,nein,2016-03-11 00:00:00,0,51515,2016-04-06 04:44:25
2016-04-02 16:44:11,Fiat_Sicento_Abart,privat,Angebot,1650,control,,2017,manuell,0,seicento,60000,5,benzin,fiat,nein,2016-04-02 00:00:00,0,91315,2016-04-04 14:16:47
2016-03-09 15:45:23,Volkswagen_Golf_1.6,privat,Angebot,1700,control,limousine,1999,manuell,101,golf,150000,6,benzin,volkswagen,nein,2016-03-09 00:00:00,0,37619,2016-03-10 11:17:48
2016-03-19 23:54:43,Kia_Ceed_1.4_CVVT_Attract_blau_metallic_SHZ_HU_2_/17,privat,Angebot,5750,control,limousine,2010,manuell,90,ceed,100000,2,benzin,kia,nein,2016-03-19 00:00:00,0,85665,2016-04-06 03:15:22
2016-03-20 18:49:25,Renault_Kangoo_1.2_16V_Authentique,privat,Angebot,600,test,bus,2001,manuell,75,kangoo,150000,12,benzin,renault,ja,2016-03-20 00:00:00,0,58553,2016-04-07 02:44:50
2016-03-06 10:06:20,Sehr_sauber_vw_polo_Mit_klimaanlage,privat,Angebot,0,control,,2005,,0,polo,150000,0,benzin,volkswagen,,2016-03-06 00:00:00,0,35392,2016-03-07 19:12:00
2016-03-25 07:36:27,520_Navi__Klima___Automatik...,privat,Angebot,8700,test,limousine,2004,automatik,170,5er,150000,1,benzin,bmw,nein,2016-03-25 00:00:00,0,21682,2016-04-06 07:46:12
2016-03-31 14:53:55,Mercedes_Benz_E220CDI_Kombi_Automatik,privat,Angebot,1200,control,kombi,1999,automatik,125,c_klasse,150000,2,diesel,mercedes_benz,nein,2016-03-31 00:00:00,0,53123,2016-04-06 08:17:03
2016-03-20 11:44:15,Mazda_5_1.6_MZ_CD_Sendo,privat,Angebot,18880,test,bus,2014,manuell,116,5_reihe,20000,11,diesel,mazda,nein,2016-03-20 00:00:00,0,59872,2016-04-06 08:46:43
2016-03-19 17:48:55,BMW_520d_Touring_Aut.,privat,Angebot,11200,control,kombi,2008,automatik,177,5er,150000,7,diesel,bmw,nein,2016-03-19 00:00:00,0,91301,2016-04-01 07:49:21
2016-03-09 20:45:43,Camaro_3.4_..V6,privat,Angebot,3550,test,limousine,1993,manuell,0,andere,125000,11,benzin,chevrolet,,2016-03-09 00:00:00,0,54634,2016-03-14 15:15:34
2016-03-28 18:47:24,Seat_Ibiza_Sport,privat,Angebot,3900,control,kleinwagen,2003,manuell,75,ibiza,125000,2,benzin,seat,nein,2016-03-28 00:00:00,0,53572,2016-04-07 00:46:29
2016-03-10 18:53:17,BMW_118d_DPF,privat,Angebot,13849,test,limousine,2010,manuell,143,1er,80000,12,diesel,bmw,nein,2016-03-10 00:00:00,0,73485,2016-04-06 00:45:33
2016-03-26 19:58:06,Skoda_Yeti_1.2_TSI_Ambition,privat,Angebot,13200,control,suv,2013,manuell,105,yeti,40000,3,benzin,skoda,nein,2016-03-26 00:00:00,0,79400,2016-04-06 10:45:21
2016-03-28 20:56:52,Skoda_Fabia_1.4_16V_Combi_Elegance,privat,Angebot,2500,control,kombi,2001,manuell,101,fabia,125000,8,benzin,skoda,nein,2016-03-28 00:00:00,0,81541,2016-04-07 03:45:06
2016-04-02 20:50:59,Skoda_Fabia_1.2_HTP_Cool_Edition,privat,Angebot,2550,test,kleinwagen,2006,manuell,54,fabia,150000,4,benzin,skoda,nein,2016-04-02 00:00:00,0,27419,2016-04-02 20:50:59
2016-03-10 09:56:48,Skoda_Octavia_Combi_1.6_Gas_1.hand__Scheckheft,privat,Angebot,3900,test,kombi,2006,manuell,102,octavia,150000,11,lpg,skoda,nein,2016-03-10 00:00:00,0,26419,2016-03-15 19:15:19
2016-03-16 09:47:12,BMW_330i,privat,Angebot,2450,test,limousine,2001,manuell,231,3er,150000,11,benzin,bmw,nein,2016-03-16 00:00:00,0,85748,2016-03-19 06:46:08
2016-04-03 09:53:39,Opel_Corsa_B_1.2_T�V_11/16_Webasto_Standheizung,privat,Angebot,500,control,kleinwagen,1996,manuell,45,corsa,70000,4,benzin,opel,,2016-04-03 00:00:00,0,08496,2016-04-07 11:17:28
2016-03-27 18:37:16,Volkswagen_Passat_Variant_1.9_TDI,privat,Angebot,750,control,kombi,1998,manuell,90,passat,150000,12,diesel,volkswagen,nein,2016-03-27 00:00:00,0,35415,2016-03-29 14:30:36
2016-03-23 17:49:30,Opel_Zafira_irmscher,privat,Angebot,1799,control,bus,1999,automatik,116,zafira,150000,7,benzin,opel,nein,2016-03-23 00:00:00,0,64579,2016-03-25 01:45:48
2016-03-10 17:58:38,Golf_3_mit_gas_Anlage,privat,Angebot,950,control,kleinwagen,1997,manuell,0,golf,150000,6,,volkswagen,nein,2016-03-10 00:00:00,0,53639,2016-03-23 16:21:38
2016-03-15 19:46:06,Seat_Mii_1.0_Style_Salsa_Sport_Navi__Klima__Tempom...,privat,Angebot,8150,control,kleinwagen,2012,manuell,75,mii,60000,11,benzin,seat,nein,2016-03-15 00:00:00,0,83646,2016-03-16 17:46:37
2016-03-05 14:14:19,Mazda_RX_8,privat,Angebot,3900,test,coupe,2004,manuell,192,rx_reihe,125000,7,benzin,mazda,nein,2016-03-03 00:00:00,0,57520,2016-03-29 05:18:01
2016-03-08 08:57:34,Peugeot_107_Klima,privat,Angebot,5500,test,kleinwagen,2012,manuell,68,,40000,12,,peugeot,nein,2016-03-08 00:00:00,0,24536,2016-03-21 21:44:28
2016-03-30 07:54:00,Opel_Corsa_1.4_ecoFLEX_Start/Stop_Color_Edition,privat,Angebot,9999,control,kleinwagen,2014,manuell,90,corsa,20000,9,benzin,opel,nein,2016-03-30 00:00:00,0,55294,2016-04-06 23:46:25
2016-03-12 19:00:11,Vw_golf_2_T�V_neu_!!,privat,Angebot,1050,test,,2018,,0,golf,150000,0,,volkswagen,,2016-03-12 00:00:00,0,53567,2016-04-07 10:44:48
2016-03-31 19:50:19,!!!_Ford_Mondeo__mit_T�V___das_ist_wichtig_Tausche__auch_!!!,privat,Angebot,500,control,kombi,2001,manuell,131,mondeo,150000,12,diesel,ford,nein,2016-03-31 00:00:00,0,66117,2016-04-06 14:17:56
2016-03-29 16:36:57,VW_Golf_1.8_Autogas_mit_Benzin_4_Tuere,privat,Angebot,699,control,limousine,1992,manuell,66,golf,150000,10,lpg,volkswagen,nein,2016-03-29 00:00:00,0,67065,2016-04-06 02:15:37
2016-04-05 10:54:41,opel_astra_f_cabriolet,privat,Angebot,999,control,cabrio,1994,manuell,115,astra,150000,3,benzin,opel,nein,2016-04-05 00:00:00,0,56070,2016-04-05 12:26:18
2016-04-03 15:49:38,Audi_A6_4B_4_2_V8,privat,Angebot,6250,test,limousine,2003,,299,a6,150000,3,benzin,audi,,2016-04-03 00:00:00,0,49733,2016-04-05 15:16:12
2016-03-17 14:52:07,Volkswagen_T2_Bus,privat,Angebot,10000,control,bus,1976,,0,transporter,5000,0,benzin,volkswagen,,2016-03-17 00:00:00,0,73479,2016-03-19 14:21:08
2016-03-23 23:57:07,Peugeot__F__206_mit_Motorschaden,privat,Angebot,300,control,kleinwagen,2001,manuell,0,,150000,5,benzin,peugeot,ja,2016-03-23 00:00:00,0,84579,2016-03-25 15:22:13
2016-03-30 13:53:41,BMW_635_CSi_!_Top_gepflegt_!_H_Kennz._!_T�V_2017,privat,Angebot,16500,test,coupe,1983,manuell,218,6er,150000,10,benzin,bmw,nein,2016-03-30 00:00:00,0,42719,2016-04-01 08:18:11
2016-03-14 23:52:32,Ford_Focus_1.8__FFV__flexifuel_Style,privat,Angebot,6500,control,limousine,2007,manuell,125,focus,125000,9,andere,ford,nein,2016-03-14 00:00:00,0,97199,2016-04-05 11:51:03
2016-03-11 21:49:52,Corvette_Z06,privat,Angebot,49500,test,cabrio,2013,,0,,10000,6,benzin,sonstige_autos,nein,2016-03-11 00:00:00,0,79774,2016-03-13 04:45:42
2016-03-31 19:43:37,Renault_Modus,privat,Angebot,1200,control,,2016,manuell,75,modus,150000,0,benzin,renault,ja,2016-03-31 00:00:00,0,47546,2016-03-31 19:43:37
2016-03-21 23:53:36,Golf_Cabrio,privat,Angebot,1480,test,cabrio,2000,manuell,74,golf,150000,6,benzin,volkswagen,,2016-03-21 00:00:00,0,19246,2016-04-05 14:17:54
2016-03-26 21:37:36,Fiat_Punto_188_SX__97.000km__T�V__8_Fach_Bereifung__MP3_Radio,privat,Angebot,1490,control,kleinwagen,2000,manuell,60,punto,100000,6,benzin,fiat,nein,2016-03-26 00:00:00,0,59557,2016-04-06 14:15:47
2016-03-30 20:41:10,Opel_Astra_1.7_CDTI_Caravan_DPF_Catch_me_now,privat,Angebot,3200,control,kombi,2008,manuell,110,astra,150000,5,diesel,opel,nein,2016-03-30 00:00:00,0,47495,2016-04-05 09:52:46
2016-04-04 10:53:57,Audi_A6_Avant_2.5_TDI_T�V_10.2017,privat,Angebot,3250,control,kombi,2003,manuell,163,a6,150000,4,diesel,audi,nein,2016-04-04 00:00:00,0,40789,2016-04-06 12:17:40
